Date,Close,Dividends,High,Low,Open,Stock Splits,Volume,Adj Close
2023-10-16,176.98643493652344,0.0,177.3429435766639,174.79786506856496,175.03554253225204,1.0,52517000,176.98643493652344
2023-10-17,175.43167114257812,0.0,176.6893566043469,173.10447478206885,174.9365210517317,1.0,57549400,175.43167114257812
2023-10-18,174.1343536376953,0.0,175.8574811296678,173.41143884685883,173.87688106979198,1.0,54764400,174.1343536376953
2023-10-19,173.758056640625,0.0,176.11496052795673,173.4906713911534,174.33241738277906,1.0,59302900,173.758056640625
2023-10-20,171.2030792236328,0.0,173.71843472751576,170.96540176933075,173.60950111647477,1.0,64244000,171.2030792236328
2023-10-23,171.32191467285156,0.0,172.32211231863303,168.2816861592976,169.25219112217718,1.0,55980100,171.32191467285156
2023-10-24,171.75762939453125,0.0,171.985394156852,169.7869270122857,171.3714130102576,1.0,43816600,171.75762939453125
2023-10-25,169.44036865234375,0.0,171.38134856384042,168.99472147795794,170.21280159213268,1.0,57157000,169.44036865234375
2023-10-26,165.27117919921875,0.0,169.71763198356828,164.06301189675906,168.71741923518283,1.0,70625300,165.27117919921875
2023-10-27,166.58828735351562,0.0,167.321114882013,165.2117707914918,165.29099661436564,1.0,58499100,166.58828735351562
2023-10-30,168.63818359375,0.0,169.5096524459554,167.23195938000526,167.38051344932887,1.0,51131000,168.63818359375
2023-10-31,169.11355590820312,0.0,169.24228464861295,166.27138428536674,167.70733154956028,1.0,44846000,169.11355590820312
2023-11-01,172.2825164794922,0.0,172.53998907588377,168.46985489806465,169.34132385628374,1.0,56934900,172.2825164794922
2023-11-02,175.84759521484375,0.0,176.05554977286621,173.75806140886317,173.8174769968696,1.0,77334800,175.84759521484375
2023-11-03,174.93650817871094,0.0,175.10487249469713,171.66852990822986,172.5498964006483,1.0,79829200,174.93650817871094
2023-11-06,177.49148559570312,0.0,177.68954259678722,174.50079012453784,174.66913933099835,1.0,63841300,177.49148559570312
2023-11-07,180.05636596679688,0.0,180.67034717470034,177.23400472320088,177.44195927584823,1.0,70530000,180.05636596679688
2023-11-08,181.115966796875,0.0,181.67053238037917,179.8285737718667,180.5812114444328,1.0,49340300,181.115966796875
2023-11-09,180.640625,0.0,182.33402952271553,180.04643896103886,181.18529301725127,1.0,53763500,180.640625
2023-11-10,184.83511352539062,0.24,185.00369964258533,181.989212824357,182.42552132152326,1.0,66133400,184.59511352539062
2023-11-13,183.24856567382812,0.0,184.46823531200093,182.66352248721634,184.26000678217753,1.0,43627500,183.24856567382812
2023-11-14,185.8663787841797,0.0,186.5307520867399,184.73595008374065,186.12419054719692,1.0,60108400,185.8663787841797
2023-11-15,186.4315948486328,0.0,187.90909130382101,186.20353000343164,186.2729495954029,1.0,53790500,186.4315948486328
2023-11-16,188.1173553466797,0.0,189.35686136039257,187.0662415372727,187.97853127837138,1.0,54412900,188.1173553466797
2023-11-17,188.09750366210938,0.0,188.78171334674664,186.98691120628507,188.65279989002153,1.0,50922700,188.09750366210938
2023-11-20,189.84271240234375,0.0,190.29885721130628,188.28590092727276,188.29581152699646,1.0,46505100,189.84271240234375
2023-11-21,189.03953552246094,0.0,189.91215257469014,188.14709726863614,189.8030754431615,1.0,38134500,189.03953552246094
2023-11-22,189.7039031982422,0.0,191.31029805901488,189.22793715258507,189.88239992204348,1.0,39617700,189.7039031982422
2023-11-24,188.37515258789062,0.0,189.2973377280717,187.66119596873028,189.26759079649733,1.0,24048300,188.37515258789062
2023-11-27,188.1966552734375,0.0,189.0692722786972,187.31412766791345,188.3255687303111,1.0,40552600,188.1966552734375
2023-11-28,188.80152893066406,0.0,189.47582799498892,187.8099242301234,188.1867388581487,1.0,38415400,188.80152893066406
2023-11-29,187.78018188476562,0.0,190.47734794655034,187.3835460471391,189.2973359031836,1.0,43014200,187.78018188476562
